index,x,y,source
230,-121.4349444,38.5952653,crossing_node
231,-121.503166,38.5408327,crossing_node
232,-121.4920773,38.5408532,crossing_node
233,-121.4309412,38.4417747,crossing_node
234,-121.52497,38.6664529,crossing_node
235,-121.5239897,38.6665362,crossing_node
236,-121.5251251,38.672087,crossing_node
237,-121.524697,38.6723083,crossing_node
238,-121.5294604,38.6743596,crossing_node
239,-121.532023,38.6778594,crossing_node
240,-121.503009,38.6819728,crossing_node
241,-121.5140293,38.6658548,crossing_node
242,-121.51578,38.6663047,crossing_node
243,-121.525374,38.6663203,crossing_node
244,-121.5066716,38.6559253,crossing_node
245,-121.5066482,38.6560792,crossing_node
246,-121.5122235,38.6584357,crossing_node
247,-121.5122242,38.6587487,crossing_node
248,-121.5067043,38.6595517,crossing_node
249,-121.5114002,38.6615409,crossing_node
250,-121.5109763,38.6614649,crossing_node
251,-121.5111907,38.6617731,crossing_node
252,-121.5094421,38.6635666,crossing_node
253,-121.5081221,38.6652503,crossing_node
254,-121.5082206,38.665393,crossing_node
255,-121.5105944,38.6656478,crossing_node
256,-121.5108026,38.6656479,crossing_node
257,-121.48588,38.5416882,crossing_node
258,-121.5064265,38.513243,crossing_node
259,-121.5057184,38.52162,crossing_node
260,-121.505468,38.537133,crossing_node
261,-121.508148,38.5398482,crossing_node
262,-121.5171511,38.6133441,crossing_node
263,-121.4869333,38.5598945,crossing_node
264,-121.5234411,38.6593355,crossing_node
265,-121.4566619,38.6549425,crossing_node
266,-121.4569046,38.6551229,crossing_node
267,-121.5069361,38.6819246,crossing_node
268,-121.5081195,38.6402721,crossing_node
269,-121.507587,38.6469886,crossing_node
270,-121.5344135,38.5050918,crossing_node
271,-121.4203522,38.5958376,crossing_node
272,-121.420234,38.5958602,crossing_node
273,-121.4201803,38.59595,crossing_node
274,-121.4202978,38.5961195,crossing_node
275,-121.4205897,38.5961472,crossing_node
276,-121.4213474,38.5971583,crossing_node
277,-121.4212119,38.5970169,crossing_node
278,-121.4212249,38.5969444,crossing_node
279,-121.4199705,38.5976307,crossing_node
280,-121.4201277,38.59744,crossing_node
281,-121.4201335,38.5972927,crossing_node
282,-121.4199716,38.597267,crossing_node
283,-121.4872944,38.5421081,crossing_node
284,-121.4882271,38.542409,crossing_node
285,-121.5078902,38.6654156,crossing_node
286,-121.5080578,38.6850681,crossing_node
287,-121.5092906,38.6634587,crossing_node
288,-121.4986996,38.5852653,crossing_node
289,-121.5025666,38.5764589,crossing_node
290,-121.503803,38.5769917,crossing_node
291,-121.4998583,38.5759176,crossing_node
292,-121.4903677,38.5843647,crossing_node
293,-121.489784,38.585327,crossing_node
294,-121.489662,38.5853958,crossing_node
295,-121.4632109,38.4658247,crossing_node
296,-121.463501,38.4657706,crossing_node
297,-121.4755119,38.5524731,crossing_node
298,-121.4894903,38.5491904,crossing_node
299,-121.489791,38.5869859,crossing_node
300,-121.489679,38.5872422,crossing_node
301,-121.489436,38.5879275,crossing_node
302,-121.490267,38.5858855,crossing_node
303,-121.490053,38.5863976,crossing_node
304,-121.489805,38.5878085,crossing_node
305,-121.489229,38.5876663,crossing_node
306,-121.4686534,38.4960227,crossing_node
307,-121.4675974,38.4960477,crossing_node
308,-121.468852,38.4957939,crossing_node
309,-121.4675736,38.4958262,crossing_node
310,-121.4725057,38.5563821,crossing_node
311,-121.4765798,38.5600774,crossing_node
312,-121.4222264,38.5964305,crossing_node
313,-121.4230923,38.5469171,crossing_node
314,-121.5053915,38.6108082,crossing_node
315,-121.514038,38.603791,crossing_node
316,-121.4754597,38.6356436,crossing_node
317,-121.4768095,38.6372066,crossing_node
318,-121.4428,38.5246997,crossing_node
319,-121.4246182,38.4409346,crossing_node
320,-121.4207187,38.4453547,crossing_node
321,-121.4277603,38.5548802,crossing_node
322,-121.5004427,38.5645771,crossing_node
323,-121.5056005,38.4953898,crossing_node
324,-121.4473436,38.5354397,crossing_node
325,-121.392669,38.546162,crossing_node
326,-121.4151679,38.4428508,crossing_node
327,-121.4383456,38.5114225,crossing_node
328,-121.4515376,38.6147387,crossing_node
329,-121.4336112,38.5642142,crossing_node
330,-121.428521,38.5662736,crossing_node
331,-121.428627,38.5663581,crossing_node
332,-121.5078862,38.6404093,crossing_node
333,-121.4136666,38.4434655,crossing_node
334,-121.4715165,38.4957662,crossing_node
335,-121.466491,38.4960792,crossing_node
336,-121.4667311,38.4960724,crossing_node
337,-121.4724524,38.4957443,crossing_node
338,-121.4729077,38.4957413,crossing_node
339,-121.4731589,38.4957369,crossing_node
340,-121.4719155,38.495759,crossing_node
341,-121.4754298,38.6244998,crossing_node
342,-121.4754277,38.6235277,crossing_node
343,-121.4754367,38.6200834,crossing_node
345,-121.4662291,38.5719261,crossing_node
346,-121.4652546,38.5709648,crossing_node
347,-121.4642111,38.5724077,crossing_node
348,-121.4295394,38.4743943,crossing_node
349,-121.4275762,38.4745624,crossing_node
350,-121.531825,38.6782881,crossing_node
351,-121.5112257,38.6614552,crossing_node
352,-121.5110084,38.6616767,crossing_node
353,-121.5120194,38.6587514,crossing_node
354,-121.51202,38.6584384,crossing_node
355,-121.5123997,38.6585593,crossing_node
356,-121.5124007,38.6586428,crossing_node
357,-121.4841092,38.5914877,crossing_node
358,-121.4271539,38.4776045,crossing_node
359,-121.5351831,38.6427363,crossing_node
360,-121.5323583,38.6429601,crossing_node
361,-121.5323609,38.6430871,crossing_node
362,-121.523642,38.6722866,crossing_node
363,-121.521564,38.4923409,crossing_node
364,-121.5338567,38.6095508,crossing_node
365,-121.5069451,38.5803445,crossing_node
366,-121.5072158,38.5802724,crossing_node
367,-121.506824,38.5801227,crossing_node
368,-121.5067852,38.5802115,crossing_node
369,-121.506747,38.5809684,crossing_node
370,-121.505781,38.5810484,crossing_node
371,-121.506284,38.5812694,crossing_node
372,-121.506447,38.5812299,crossing_node
373,-121.506372,38.5814001,crossing_node
374,-121.507766,38.5780559,crossing_node
375,-121.4360785,38.5104626,crossing_node
376,-121.543955,38.6575255,crossing_node
377,-121.5447381,38.6555456,crossing_node
378,-121.3838282,38.5638232,crossing_node
379,-121.4200136,38.6202669,crossing_node
380,-121.4995161,38.639792,crossing_node
381,-121.4995787,38.6375838,crossing_node
382,-121.4995938,38.6370701,crossing_node
383,-121.4994942,38.6370711,crossing_node
384,-121.4644695,38.5471985,crossing_node
385,-121.4371887,38.4744076,crossing_node
386,-121.4293855,38.4743937,crossing_node
387,-121.4089974,38.5492401,crossing_node
388,-121.4092149,38.5492994,crossing_node
389,-121.4088634,38.5491533,crossing_node
390,-121.5187539,38.6356898,crossing_node
391,-121.526045,38.6500614,crossing_node
392,-121.4086808,38.5448678,crossing_node
393,-121.489802,38.5707013,crossing_node
394,-121.4893214,38.5718004,crossing_node
395,-121.4894658,38.571749,crossing_node
396,-121.489864,38.5708331,crossing_node
397,-121.510224,38.6565228,crossing_node
398,-121.4900181,38.4599496,crossing_node
399,-121.5240244,38.6663426,crossing_node
400,-121.4356172,38.5103487,crossing_node
401,-121.4360969,38.5105721,crossing_node
402,-121.4361532,38.5106657,crossing_node
403,-121.4359794,38.510651,crossing_node
404,-121.4358517,38.5106497,crossing_node
405,-121.4356941,38.510555,crossing_node
406,-121.4356619,38.5104415,crossing_node
407,-121.4357375,38.5103485,crossing_node
408,-121.4358865,38.5103466,crossing_node
409,-121.4466915,38.6112179,crossing_node
410,-121.4926446,38.5379525,crossing_node
411,-121.4855945,38.5598033,crossing_node
412,-121.4858259,38.559865,crossing_node
413,-121.5081757,38.6412585,crossing_node
414,-121.5295509,38.6543068,crossing_node
415,-121.4193288,38.4724723,crossing_node
416,-121.4886451,38.5518341,crossing_node
417,-121.46504,38.5468936,crossing_node
418,-121.5053612,38.5594923,crossing_node
419,-121.5050081,38.4953588,crossing_node
420,-121.4549196,38.6074582,crossing_node
421,-121.4570676,38.607284,crossing_node
422,-121.436634,38.5997167,crossing_node
423,-121.4311399,38.6005851,crossing_node
424,-121.492214,38.5362965,crossing_node
425,-121.4617012,38.5470286,crossing_node
426,-121.457043,38.6467256,crossing_node
427,-121.4567934,38.6448705,crossing_node
428,-121.4732534,38.5303567,crossing_node
429,-121.4572426,38.5705484,crossing_node
430,-121.4734763,38.5312281,crossing_node
431,-121.4823238,38.5588237,crossing_node
432,-121.5118595,38.6585902,crossing_node
433,-121.4509896,38.5767784,crossing_node
434,-121.492151,38.5400479,crossing_node
435,-121.3988258,38.5469073,crossing_node
436,-121.4724502,38.569854,crossing_node
437,-121.4752835,38.5705111,crossing_node
438,-121.4723843,38.5697331,crossing_node
439,-121.4810177,38.5707164,crossing_node
440,-121.4783137,38.5738207,crossing_node
441,-121.4805092,38.5756258,crossing_node
442,-121.4664517,38.5731162,crossing_node
443,-121.4470323,38.6387831,crossing_node
444,-121.447604,38.6475639,crossing_node
445,-121.4474897,38.6367005,crossing_node
446,-121.4637567,38.566969,crossing_node
447,-121.459337,38.5683504,crossing_node
448,-121.4592596,38.5682628,crossing_node
449,-121.458787,38.5682924,crossing_node
450,-121.4601286,38.5685663,crossing_node
451,-121.4602436,38.5685296,crossing_node
452,-121.4611332,38.5688374,crossing_node
453,-121.4638298,38.5670405,crossing_node
454,-121.4636913,38.5670589,crossing_node
455,-121.4474728,38.6577498,crossing_node
456,-121.4665869,38.4958533,crossing_node
457,-121.43578,38.5099562,crossing_node
458,-121.4362806,38.5110044,crossing_node
459,-121.435831,38.5107572,crossing_node
460,-121.4369537,38.5106161,crossing_node
461,-121.5079696,38.6652175,crossing_node
462,-121.4210017,38.5587745,crossing_node
463,-121.4255334,38.5607452,crossing_node
464,-121.4257295,38.5569898,crossing_node
465,-121.4263169,38.5604091,crossing_node
466,-121.4233613,38.5641061,crossing_node
467,-121.4250914,38.5651088,crossing_node
468,-121.5306467,38.613876,crossing_node
469,-121.4261195,38.5644284,crossing_node
470,-121.4358623,38.5108255,crossing_node
471,-121.4986416,38.5632444,crossing_node
472,-121.5027426,38.5826603,crossing_node
473,-121.4129977,38.5536465,crossing_node
474,-121.486649,38.5579017,crossing_node
475,-121.5015493,38.6354084,crossing_node
476,-121.4476222,38.6620663,crossing_node
477,-121.4911824,38.5439143,crossing_node
478,-121.488889,38.5840689,crossing_node
479,-121.4629977,38.6041434,crossing_node
480,-121.4877135,38.5523544,crossing_node
481,-121.4880538,38.5523308,crossing_node
482,-121.490836,38.609285,crossing_node
483,-121.529981,38.6138823,crossing_node
484,-121.4953323,38.5758506,crossing_node
485,-121.4898816,38.5707937,crossing_node
486,-121.42148,38.552196,crossing_node
487,-121.418146,38.549594,crossing_node
488,-121.47725,38.5270792,crossing_node
489,-121.5048266,38.5784535,crossing_node
490,-121.5247107,38.6277324,crossing_node
491,-121.4679338,38.5733922,crossing_node
492,-121.493214,38.5314814,crossing_node
493,-121.492123,38.5314777,crossing_node
494,-121.5009152,38.5798505,crossing_node
495,-121.4999443,38.5820602,crossing_node
496,-121.5181833,38.493714,crossing_node
497,-121.4833721,38.5649573,crossing_node
499,-121.5105112,38.6598901,crossing_node
500,-121.5113035,38.6591628,crossing_node
501,-121.5084404,38.6583343,crossing_node
502,-121.508458,38.6573511,crossing_node
503,-121.5084528,38.6568058,crossing_node
504,-121.5114037,38.656901,crossing_node
505,-121.5104766,38.656931,crossing_node
506,-121.5034803,38.6395762,crossing_node
507,-121.5045525,38.6390388,crossing_node
508,-121.5047224,38.6391274,crossing_node
509,-121.5046047,38.6387915,crossing_node
510,-121.5044893,38.6389462,crossing_node
511,-121.5047345,38.6390644,crossing_node
512,-121.5237468,38.6549511,crossing_node
513,-121.5247832,38.6546338,crossing_node
514,-121.5232845,38.6556072,crossing_node
515,-121.5242325,38.6548973,crossing_node
516,-121.5223106,38.6552945,crossing_node
517,-121.5228055,38.6552852,crossing_node
518,-121.5241964,38.6571292,crossing_node
519,-121.5246448,38.6571251,crossing_node
520,-121.5248667,38.6571229,crossing_node
521,-121.524418,38.6571268,crossing_node
522,-121.5239508,38.6571317,crossing_node
523,-121.5235089,38.6571231,crossing_node
524,-121.5232878,38.6571055,crossing_node
525,-121.5230629,38.6570867,crossing_node
526,-121.5228374,38.657061,crossing_node
527,-121.5236153,38.6565785,crossing_node
528,-121.5226122,38.657037,crossing_node
529,-121.5030404,38.6381153,crossing_node
530,-121.4997804,38.6382946,crossing_node
531,-121.504133,38.6344796,crossing_node
532,-121.5034264,38.6344839,crossing_node
533,-121.5042519,38.6330667,crossing_node
534,-121.5056084,38.6330647,crossing_node
535,-121.5306155,38.613322,crossing_node
536,-121.5311602,38.6135837,crossing_node
537,-121.5284015,38.6544746,crossing_node
538,-121.5272892,38.6544728,crossing_node
539,-121.5282811,38.6544762,crossing_node
540,-121.5278968,38.6544811,crossing_node
541,-121.5292713,38.6544875,crossing_node
542,-121.5294633,38.6538704,crossing_node
543,-121.5295321,38.6543588,crossing_node
544,-121.5280969,38.6522141,crossing_node
545,-121.5270418,38.6517026,crossing_node
546,-121.5281042,38.6512698,crossing_node
547,-121.5279474,38.6513091,crossing_node
548,-121.527818,38.651277,crossing_node
549,-121.5269887,38.6520775,crossing_node
550,-121.5270497,38.6513468,crossing_node
551,-121.527006,38.6509782,crossing_node
552,-121.5277668,38.650912,crossing_node
553,-121.5265826,38.6542636,crossing_node
554,-121.5269845,38.6530022,crossing_node
555,-121.5290737,38.6534432,crossing_node
556,-121.5280247,38.6529671,crossing_node
557,-121.5270659,38.655141,crossing_node
558,-121.5276355,38.6551356,crossing_node
559,-121.5281593,38.6551291,crossing_node
560,-121.5284657,38.65461,crossing_node
561,-121.5264848,38.6548066,crossing_node
562,-121.5269237,38.6552538,crossing_node
563,-121.527436,38.655607,crossing_node
564,-121.5273688,38.6551824,crossing_node
565,-121.5267873,38.6554572,crossing_node
566,-121.5265624,38.6554572,crossing_node
567,-121.5282326,38.6553925,crossing_node
568,-121.5282281,38.6552402,crossing_node
569,-121.5293577,38.6555587,crossing_node
570,-121.5291667,38.6545999,crossing_node
571,-121.5269312,38.655624,crossing_node
572,-121.5307257,38.6542792,crossing_node
573,-121.5307027,38.6544443,crossing_node
574,-121.5293597,38.6552427,crossing_node
575,-121.5296997,38.6541662,crossing_node
576,-121.5319575,38.6416234,crossing_node
577,-121.5353087,38.6415529,crossing_node
578,-121.5322173,38.6421831,crossing_node
579,-121.5331017,38.64288,crossing_node
580,-121.5350403,38.6420213,crossing_node
581,-121.5323955,38.6420719,crossing_node
582,-121.53492,38.6420838,crossing_node
583,-121.532998,38.6425436,crossing_node
584,-121.5329913,38.6421178,crossing_node
585,-121.5326225,38.6426889,crossing_node
586,-121.5323616,38.6425158,crossing_node
587,-121.5330953,38.6426671,crossing_node
588,-121.5350151,38.6415278,crossing_node
589,-121.5343108,38.6424588,crossing_node
590,-121.5252276,38.6547105,crossing_node
591,-121.5221132,38.6548558,crossing_node
592,-121.522142,38.6554043,crossing_node
593,-121.5237269,38.6556706,crossing_node
594,-121.5235781,38.6556698,crossing_node
595,-121.5253321,38.6571637,crossing_node
596,-121.5237374,38.6561004,crossing_node
597,-121.5236583,38.6561015,crossing_node
598,-121.5249693,38.6571879,crossing_node
599,-121.5244798,38.6571876,crossing_node
600,-121.5240692,38.6571977,crossing_node
601,-121.5238363,38.6572032,crossing_node
602,-121.5239526,38.6572784,crossing_node
603,-121.5237016,38.6566331,crossing_node
604,-121.523775,38.6565768,crossing_node
605,-121.532398,38.6415392,crossing_node
606,-121.5309342,38.6451694,crossing_node
607,-121.5313891,38.6475536,crossing_node
608,-121.5294715,38.644769,crossing_node
609,-121.5298854,38.6447328,crossing_node
610,-121.5303751,38.6447816,crossing_node
611,-121.5206079,38.6468621,crossing_node
612,-121.5190979,38.6451156,crossing_node
613,-121.5194331,38.645511,crossing_node
614,-121.5191064,38.6452563,crossing_node
615,-121.5201073,38.6462839,crossing_node
616,-121.5206016,38.6467667,crossing_node
617,-121.5193219,38.6444752,crossing_node
618,-121.5189398,38.6452639,crossing_node
619,-121.5115479,38.6468393,crossing_node
620,-121.5076436,38.6594814,crossing_node
621,-121.5116516,38.6603687,crossing_node
622,-121.5116801,38.6602789,crossing_node
623,-121.5103048,38.6562534,crossing_node
624,-121.5118176,38.6574589,crossing_node
625,-121.5118188,38.6575557,crossing_node
626,-121.5100352,38.6597848,crossing_node
627,-121.5100678,38.6596318,crossing_node
628,-121.5105289,38.6586863,crossing_node
629,-121.5095204,38.6565342,crossing_node
630,-121.5103427,38.6567948,crossing_node
631,-121.5093067,38.6571047,crossing_node
632,-121.5091956,38.6573448,crossing_node
633,-121.50921,38.6583251,crossing_node
634,-121.5113166,38.6601919,crossing_node
635,-121.5111439,38.6603101,crossing_node
636,-121.5112892,38.6602825,crossing_node
637,-121.5097117,38.6585589,crossing_node
638,-121.509609,38.660283,crossing_node
639,-121.5104606,38.6591179,crossing_node
640,-121.4742731,38.6304092,crossing_node
641,-121.4747157,38.6304148,crossing_node
642,-121.4754125,38.6310477,crossing_node
643,-121.4754126,38.6308018,crossing_node
644,-121.4754115,38.6329008,crossing_node
645,-121.4754119,38.6322028,crossing_node
646,-121.4754123,38.6314139,crossing_node
647,-121.4754122,38.6317165,crossing_node
648,-121.4754118,38.6323681,crossing_node
649,-121.4754115,38.6330991,crossing_node
650,-121.4744747,38.6333132,crossing_node
651,-121.4752308,38.6306297,crossing_node
652,-121.4748864,38.6305261,crossing_node
653,-121.4763835,38.636089,crossing_node
654,-121.4799944,38.629972,crossing_node
655,-121.478302,38.6297839,crossing_node
656,-121.4777377,38.6297837,crossing_node
657,-121.4769622,38.6298055,crossing_node
658,-121.4768621,38.6298057,crossing_node
659,-121.4757566,38.630362,crossing_node
660,-121.4757319,38.631036,crossing_node
661,-121.4757388,38.630989,crossing_node
662,-121.4756821,38.6321618,crossing_node
663,-121.4746902,38.6302968,crossing_node
664,-121.4754083,38.6299405,crossing_node
665,-121.4746921,38.6297136,crossing_node
666,-121.4746123,38.6295124,crossing_node
667,-121.474929,38.6295157,crossing_node
668,-121.4754157,38.6291042,crossing_node
669,-121.4754161,38.6293718,crossing_node
670,-121.4754153,38.6288488,crossing_node
671,-121.4735951,38.6286876,crossing_node
672,-121.4748047,38.6287004,crossing_node
673,-121.4770807,38.6359759,crossing_node
674,-121.4762597,38.6362762,crossing_node
675,-121.4760426,38.6360083,crossing_node
676,-121.4762714,38.6359814,crossing_node
677,-121.4798885,38.6275438,crossing_node
678,-121.4787572,38.6275445,crossing_node
679,-121.4779798,38.6275465,crossing_node
